Date,Price
11/15/2012,273.46
11/14/2012,273.38
11/13/2012,271.43
11/12/2012,275.87
11/09/2012,276.89
11/08/2012,274.25
11/07/2012,274.73
11/06/2012,272.87
11/05/2012,270.61
11/02/2012,271.25
11/01/2012,271.25
10/31/2012,269.35
10/30/2012,269.66
10/29/2012,266.23
10/26/2012,267.78
10/25/2012,270.99
10/24/2012,273.37
10/23/2012,273.74
10/22/2012,274.73
10/19/2012,275.58
10/18/2012,278.14
10/17/2012,278.56
10/16/2012,278.66
10/15/2012,275.7
10/12/2012,276.74
10/11/2012,276.83
10/09/2012,282.17
10/08/2012,284.9
10/05/2012,288.32
10/04/2012,288.28
10/03/2012,288.94
10/02/2012,289.38
10/01/2012,287.12
09/28/2012,288.77
09/27/2012,286.95
09/26/2012,286.18
09/25/2012,289.64
09/24/2012,291.74
09/21/2012,290.95
09/20/2012,289.66
09/19/2012,292.06
09/18/2012,290.63
09/17/2012,291.46
09/14/2012,291.64
09/13/2012,286.51
09/12/2012,286.71
09/11/2012,283.23
09/10/2012,282.05
09/07/2012,280.86
09/06/2012,276.49
09/05/2012,278.08
09/04/2012,281.36
09/03/2012,281.05
08/31/2012,277.2
08/30/2012,275.96
08/29/2012,275.2
08/28/2012,273.74
08/27/2012,278.01
08/24/2012,277.38
08/23/2012,278.23
08/22/2012,277.4
08/21/2012,277.89
08/20/2012,275.15
08/17/2012,275.99
08/16/2012,276.49
08/15/2012,275.12
08/14/2012,275.57
08/13/2012,273.72
08/10/2012,272.99
08/09/2012,271.62
08/08/2012,265.94
08/07/2012,265.02
08/06/2012,265.4
08/03/2012,263.15
08/01/2012,265.41
07/31/2012,266.25
07/30/2012,261.86
07/27/2012,261.46
07/26/2012,254.92
07/25/2012,254.79
07/24/2012,257.3
07/23/2012,258.53
07/20/2012,264.78
07/19/2012,264.31
07/18/2012,259.5
07/17/2012,261.96
07/16/2012,262.64
07/13/2012,264.66
07/12/2012,266.08
07/11/2012,271.57
07/10/2012,271.62
07/09/2012,275.16
07/06/2012,278.12
07/05/2012,279.76
07/04/2012,281.57
07/03/2012,282.14
07/02/2012,279.13
06/29/2012,276.97
06/28/2012,272.41
06/27/2012,272.61
06/26/2012,270.82
06/25/2012,272.86
06/22/2012,274.46
06/21/2012,275.69
06/20/2012,277.68
06/19/2012,275.47
06/18/2012,276.09
06/15/2012,269.65
06/14/2012,267.79
06/13/2012,268.7
06/12/2012,267.84
06/11/2012,270.01
06/08/2012,264.87
06/07/2012,268.79
06/06/2012,267.39
06/05/2012,265.02
06/04/2012,260.68
06/01/2012,270.68
05/31/2012,279.94
05/30/2012,277.89
05/29/2012,279.73
05/28/2012,271.6
05/25/2012,268.76
05/24/2012,271.49
05/23/2012,271.94
05/22/2012,277.63
05/21/2012,273.64
05/18/2012,271.91
05/17/2012,281.51
05/16/2012,275.98
05/15/2012,283.16
05/14/2012,281.52
05/11/2012,282
05/10/2012,284.21
05/09/2012,284.32
05/08/2012,286.63
05/07/2012,286.76
05/04/2012,292.9
05/03/2012,291.73
05/02/2012,292.02
04/30/2012,284.2
04/27/2012,283.96
04/26/2012,286.86
04/25/2012,290.05
04/24/2012,286.95
04/23/2012,284.87
04/20/2012,286.66
04/19/2012,292.04
04/18/2012,292.41
04/17/2012,291.82
04/16/2012,298.83
04/13/2012,300.46
04/12/2012,294.85
04/11/2012,293.99
04/10/2012,292.01
04/09/2012,291.61
04/06/2012,295.92
04/05/2012,292.1
04/03/2012,295.22
04/02/2012,300.17
03/30/2012,302.97
03/29/2012,300.66
03/28/2012,307.24
03/27/2012,305.67
03/26/2012,303.14
03/23/2012,306.28
03/22/2012,305.66
03/21/2012,302.57
03/20/2012,301.36
03/19/2012,304.09
03/16/2012,303.47
03/15/2012,305.75
03/14/2012,305.85
03/13/2012,301.54
03/12/2012,298.8
03/09/2012,302.12
03/08/2012,299.65
03/07/2012,297.18
03/06/2012,298.08
03/05/2012,300.6
03/03/2012,304.24
03/02/2012,305.63
03/01/2012,304.21
02/29/2012,303.94
02/24/2012,297.88
02/23/2012,296.72
02/22/2012,299.55
02/21/2012,295.9
02/20/2012,297.35
02/17/2012,295.95
02/16/2012,295.23
02/15/2012,300.71
02/14/2012,295.48
02/13/2012,295.38
02/10/2012,294.11
02/09/2012,297.05
02/08/2012,295.19
02/07/2012,288.36
02/06/2012,287.03
02/04/2012,289
02/03/2012,288.31
02/02/2012,286.86
02/01/2012,282.37
01/31/2012,281.27
01/30/2012,278.09
01/18/2012,269.62
01/17/2012,267.94
01/16/2012,263.2
01/13/2012,266.23
01/12/2012,266.43
01/11/2012,266.19
01/10/2012,265.39
01/09/2012,262.81
01/06/2012,264.02
01/05/2012,264.01
01/04/2012,262.34
01/03/2012,260.55
01/02/2012,256.91
12/30/2011,260.73
12/29/2011,261.21
12/28/2011,259.89
12/27/2011,260.48
12/26/2011,260.54
12/23/2011,261.19
12/22/2011,257.08
12/21/2011,258.36
12/20/2011,246.6
12/19/2011,244.33
12/16/2011,249.07
12/15/2011,247.91
12/14/2011,253.43
12/13/2011,252.42
12/12/2011,252.83
12/09/2011,250.65
12/08/2011,254.53
12/07/2011,256.81
12/06/2011,255.19
12/05/2011,259.77
12/02/2011,261.73
12/01/2011,263.66
11/30/2011,254.8
11/29/2011,256.23
11/28/2011,252.74
11/25/2011,247.45
